guess_en,guess_fr,wordle_en,wordle_fr,wordle_sp,wordle_ge
curet,fagne,,,crino,hubes
curfs,fagot,,,croad,hucke
curia,faims,,,croan,hufen
curie,faine,,,croar,hufes
curio,faire,,,croas,hufol
curli,faite,,,croco,hufte
curls,faits,,,croen,hugel
curly,fakes,,,croes,hugos
curns,fakir,,,croma,huhns
curny,falle,,,crome,hulks
currs,fallu,,,cromo,hulle
curry,falot,,,crono,hullt
curse,falun,,,cross,hulse
cursi,famas,,,croto,human
curst,famee,,,croza,humes
curve,fames,,,cruce,humid
curvy,fanai,,,cruda,humor
cusec,fanal,,,crudo,humos
cushy,fanas,,,cruel,humus
cusks,fanat,,,cruja,hunan
cusps,fancy,,,cruje,hunde
cuspy,fanee,,,cruji,hunds
cusso,faner,,,crujo,hunen
cusum,fanes,,,cruor,hunne
cutch,fanez,,,cruza,hunni
cuter,fange,,,cruzo,hupen
cutes,fangs,,,cuaba,hupfe
cutey,fanny,,,cuaco,hupft
cutie,fanon,,,cuada,hupst
cutin,fanum,,,cuado,hupte
cutis,faons,,,cuaja,hurde
cutto,farad,,,cuaje,huren
cutty,farca,,,cuajo,hurra
cutup,farce,,,cuape,hurst
cuvee,farci,,,cuark,hurte
cuzes,farda,,,cuasi,hurth
cwtch,farde,,,cuata,husar
cyano,fards,,,cuate,husch
cyans,fares,,,cuati,husky
cyber,fario,,,cubil,hussa
cycad,faros,,,cubra,husse
cycas,farsi,,,cubre,huste
cycle,farta,,,cubri,husum
cyclo,farte,,,cubro,huten
cyder,farts,,,cucad,huter
cylix,fasce,,,cucan,hutes
cymae,fasse,,,cucar,hutet
cymar,fassi,,,cucas,hutte
cymas,faste,,,cucha,hutus
cymes,fatal,,,cuche,hyane
cymol,fates,,,cuchi,hydra
cynic,fatma,,,cucho,hydro
cysts,fatum,,,cucuy,hymen
cytes,fatwa,,,cueca,hymne
cyton,faune,,,cuece,hypes
czars,fauta,,,cueco,hyphe
daals,faute,,,cuela,ibiza
dabba,fauve,,,cuele,ibsen
daces,favus,,,cuelo,icann
dacha,faxai,,,cuera,icons
dacks,faxas,,,cuero,idaho
dadah,faxat,,,cuete,ideal
dadas,faxee,,,cueto,ideen
daddy,faxer,,,cueva,idiom
dados,faxes,,,cueza,idiot
daffs,faxez,,,cuezo,idole
daffy,fayot,,,cuica,idols
dagga,feale,,,cuico,iduna
daggy,feaux,,,cuida,idyll
dahls,fecal,,,cuide,igeln
daiko,feces,,,cuido,igels
daily,fedes,,,cuija,igelt
daine,feins,,,cuilo,igitt
daint,feint,,,cuina,iglus
dairy,felai,,,cuino,ignaz
daisy,felas,,,cuita,igors
daker,felat,,,cujin,ihlow
daled,felee,,,cujon,ihnen
dales,feler,,,cular,ihrem
dalis,feles,,,culea,ihren
dalle,felez,,,culee,ihrer
dally,felin,,,culen,ihres
dalts,felle,,,culeo,ikone
daman,felon,,,culin,ileus
damar,femme,,,culio,ilias
dames,femur,,,culle,ilium
damme,fende,,,culon,iljas
damns,fends,,,culpa,ilkas
damps,fendu,,,culpe,iller
dampy,fenil,,,culpo,ilona
dance,fente,,,culta,ilses
dancy,ferai,,,culto,ilten
dandy,feral,,,cumba,iltis
dangs,feras,,,cumbe,image
danio,ferez,,,cumbo,imame
danks,feria,,,cumel,imams
danny,ferie,,,cumpa,imker
dants,ferir,,,cunad,imkre
daraf,ferla,,,cunan,immen
darbs,ferle,,,cunar,immer
darcy,ferma,,,cunas,immun
dared,ferme,,,cunda,imola
darer,fermi,,,cunde,impfe
dares,ferra,,,cundi,impft
darga,ferre,,,cundo,inbus
dargs,ferry,,,cunea,indem
daric,ferte,,,cunee,inder
daris,ferue,,,cunen,indes
darks,ferus,,,cuneo,index
darns,fessa,,,cunes,indie
darre,fesse,,,cuota,indik
darts,fessu,,,cuple,indio
darzi,fetai,,,cupon,indiz
dashi,fetas,,,cuque,indus
dashy,fetat,,,curad,inert
datal,fetee,,,cural,infam
dated,feter,,,curan,infix
dater,fetes,,,curar,infos
dates,fetez,,,curas,inges
datos,fetus,,,curca,ingos
datto,feues,,,curco,inkas
datum,feuil,,,curda,inlay
daube,feujs,,,curdo,innen
daubs,feula,,,curen,innig
dauby,feule,,,cures,input
dauds,feves,,,curia,insas
dault,fiais,,,curie,insel
daunt,fiait,,,curil,intel
daurs,fiant,,,curio,intim
dauts,fibra,,,curra,intro
daven,fibre,,,curre,intus
davit,fibro,,,curri,inuit
dawah,ficha,,,curro,iodat
dawds,fiche,,,curry,iodid
dawed,fichu,,,cursa,ionen
dawen,ficus,,,curse,iowas
dawks,fiees,,,cursi,ipads
dawns,fiefs,,,curso,ipods
dawts,field,,,curta,iraks
dayan,fiels,,,curte,irans
daych,fient,,,curti,irden
daynt,fiera,,,curto,irene
dazed,fiere,,,curul,irina
dazer,fiers,,,curva,irmas
dazes,fieux,,,curve,irrem
deads,fifis,,,curvo,irren
deair,fifre,,,cusan,irrer
deals,figea,,,cusas,irres
dealt,figee,,,cusca,irrig
deans,figer,,,cusco,irrst
deare,figes,,,cuscu,irrte
dearn,figez,,,cusen,isaac
dears,figue,,,cuses,isaak
deary,fiiez,,,cusia,ische
deash,filai,,,cusid,ischl
death,filao,,,cusio,islam
deave,filas,,,cusir,issos
deaws,filat,,,cusis,issue
deawy,filee,,,cusma,issum
debag,filer,,,cuspa,italo
debar,files,,,cusul,items
debby,filet,,,cuter,ivans
debel,filez,,,cutio,iveco
debes,filin,,,cutir,iwans
debit,fille,,,cutis,iwrit
debts,filma,,,cutra,izmir
debud,filme,,,cutre,jacht
debug,filmo,,,cuyeo,jacke
debur,films,,,cuzco,jacks
debus,filon,,,cuzma,jacob
debut,filos,,,cuzul,jaffa
debye,filou,,,cunad,jagen
decad,fimes,,,cunal,jager
decaf,final,,,cunan,jagos
decal,fines,,,cunar,jagst
decan,finie,,,cunas,jagte
decay,finir,,,cunen,jahem
decko,finis,,,cunes,jahen
decks,finit,,,daban,jaher
decor,finns,,,dabas,jahes
decos,fiole,,,dable,jahns
decoy,fions,,,dacha,jahre
decry,fiord,,,dacia,jahre
dedal,fiote,,,dacio,jahrs
deeds,fioul,,,dador,jahrt
deedy,fiqhs,,,dahir,jahwe
deely,firme,,,daifa,jakob
deems,firth,,,dajao,jalon
deens,fiscs,,,dalgo,jalta
deeps,fissa,,,dalia,james
deere,fisse,,,dalla,jamie
deers,fites,,,dalle,jammt
deets,fitou,,,dallo,janas
deeve,fitta,,,damos,jandl
deevs,fitte,,,dance,janet
defat,fixai,,,dandi,janus
defer,fixas,,,dando,japan
deffo,fixat,,,danes,japse
defis,fixee,,,dango,japst
defog,fixer,,,danta,jason
degas,fixes,,,dante,jaten
degum,fixez,,,danto,jatet
degus,fixie,,,danza,jaule
deice,fixin,,,danzo,jault
deids,fjeld,,,daqui,jause
deify,fjell,,,daran,javas
deign,fjord,,,daras,jeans
deils,flags,,,dardo,jecke
deism,flair,,,dares,jedem
deist,flana,,,darga,jeden
deity,flanc,,,daria,jeder
deked,flane,,,datad,jedes
dekes,flans,,,datan,jeeps
dekko,flapi,,,datar,jeher
delay,flash,,,datas,jemen
deled,flats,,,datea,jenas
deles,fleau,,,datee,jenem
delfs,flein,,,daten,jenen
delft,flenu,,,dateo,jener
delis,flets,,,dates,jenes
dells,fleur,,,datil,jenna
delly,flics,,,dauco,jenni
delos,flint,,,dauda,jenny
delph,flips,,,danad,jerez
delta,flirt,,,danan,jerry
delts,flocs,,,danar,jerzy
delve,floes,,,danas,jesse
deman,flood,,,danen,jessy
demes,flops,,,danes,jesus
demic,flore,,,deban,jeton
demit,flots,,,debas,jette
demob,floua,,,debda,jetzt
demoi,floue,,,debdo,jever
demon,flous,,,debed,jills
demos,flows,,,deben,jimmy
dempt,fluai,,,deber,jobbe
demur,fluas,,,debes,jobbt
denar,fluat,,,debia,jobst
denay,fluer,,,debil,joche
dench,flues,,,debio,jochs
denes,fluet,,,debla,jodat
denet,fluez,,,debut,jodid
denim,fluor,,,decae,joels
denis,fluos,,,decai,joels
dense,flush,,,decia,joeys
dents,fluta,,,decid,jogge
deoxy,flute,,,decir,joggt
depot,fluxa,,,decis,jogis
depth,fluxe,,,decor,johle
derat,flyer,,,dedal,johlt
deray,focal,,,dedeo,johns
derby,focus,,,dedil,joint
dered,foehn,,,deesa,jojos
deres,foene,,,dejad,joker
derig,fohna,,,dejan,jokus
derma,fohne,,,dejar,jolle
derms,fohns,,,dejas,jolly
derns,foies,,,dejen,jonas
derny,foils,,,dejes,jones
deros,foins,,,delco,jonny
derro,foira,,,delga,joppe
derry,foire,,,delia,jorge
derth,folie,,,delio,jorgs
dervs,folio,,,della,josef
desex,folks,,,dello,joses
deshi,folle,,,delta,josua
desis,fonca,,,demas,joule
desks,fonce,,,demos,joyce
desse,fonda,,,dende,juana
deter,fonde,,,densa,juans
detox,fonds,,,denso,jubel
deuce,fondu,,,denta,juble
devas,fonge,,,dente,jucke
devel,fonio,,,dento,juckt
devil,fonte,,,depon,judaa
devis,fonts,,,depre,judas
devon,foots,,,deque,juden
devos,forai,,,derbi,judin
devot,foras,,,desca,judiz
dewan,forat,,,desda,judos
dewar,forca,,,desde,juist
dewax,force,,,desdi,julei
dewed,forci,,,desea,jules
dexes,foree,,,desee,julia
dexie,forer,,,deseo,julie
dhaba,fores,,,desga,julio
dhaks,foret,,,desoi,julis
dhals,forez,,,desta,jumbo
dhikr,forge,,,deste,jumps
dhobi,forma,,,desto,junge
dhole,forme,,,desus,jungs
dholl,forte,,,detal,junis
dhols,forts,,,deten,junos
dhoti,forum,,,deuda,junta
dhows,fossa,,,deudo,jupps
dhuti,fosse,,,deven,juras
diact,fouee,,,dezma,jurek
dials,fouet,,,dezme,jurij
diane,fouge,,,dezmo,juris
diary,fouie,,,denar,juror
diazo,fouir,,,diada,jurte
dibbs,fouis,,,diado,jurys
diced,fouit,,,diana,jusos
dicer,foula,,,diano,juten
dices,foule,,,dicaz,jutta
dicey,fours,,,dicen,juwel
dicht,fouta,,,dices,juxen
dicks,foute,,,dicha,juxes
dicky,foutu,,,dicho,juxte
dicot,fovea,,,dicta,kaaba
dicta,foxee,,,dicte,kabel
dicts,foxes,,,dicto,kabis
dicty,foyer,,,diego,kable
diddy,fracs,,,diera,kabul
didie,fraie,,,diere,kacke
didos,frais,,,diese,kackt
didst,frake,,,diesi,kader
diebs,franc,,,dieta,kadis
diels,frape,,,diete,kafer
diene,frasa,,,dieto,kaffs
diets,frase,,,digan,kafig
diffs,fraya,,,digas,kafka
dight,fraye,,,digna,kahle
digit,freak,,,digne,kahne
dikas,frein,,,digno,kahns
diked,frele,,,dijes,kains
diker,fremi,,,dilui,kairo
dikes,frene,,,dimes,kajak
dildo,freon,,,dimir,kajal
dilli,frere,,,dimos,kakao
dills,freta,,,dinar,kakis
dilly,frete,,,diodo,kalbe
dimbo,frets,,,diosa,kalbs
dimer,freux,,,diple,kalbt
dimes,frics,,,dique,kaleb
dimly,frigo,,,diran,kalif
dimps,frima,,,diras,kalis
dinar,frime,,,diria,kalke
dined,fripa,,,disca,kalke
diner,fripe,,,disco,kalks
dines,frira,,,dison,kalkt
dinge,frire,,,dista,kalle
dingo,frisa,,,diste,kalme
dings,frise,,,disto,kalte
dingy,frita,,,diuca,kalte
dinic,frite,,,divan,kamee
dinks,frits,,,dinad,kamel
dinky,fritz,,,dinan,kamen
dinna,frocs,,,dinar,kamen
dinos,froid,,,dinas,kamet
dints,frola,,,dinen,kamin
diode,frole,,,dines,kamme
diols,front,,,dobla,kamms
diota,froua,,,doble,kammt
dippy,froue,,,doblo,kampe
dipso,fruit,,,dobro,kampf
diram,fucus,,,docil,kamst
direr,fudge,,,docta,kamst
dirge,fuels,,,docto,kanal
dirke,fuero,,,dogal,kanin
dirks,fugua,,,dogma,kanne
dirls,fugue,,,dogon,kanon
dirts,fugus,,,dogre,kante
dirty,fuies,,,dolar,kants
disas,fuira,,,doled,kanus
disci,fuita,,,doler,kapee
disco,fuite,,,doles,kaper
discs,fulls,,,dolia,kapok
dishy,fumai,,,dolio,kapos
disks,fumas,,,dolor,kappa
disme,fumat,,,domad,kappe
dital,fumee,,,doman,kappi
ditas,fumer,,,domar,kappt
ditch,fumes,,,domas,karat
dited,fumet,,,dombo,karde
dites,fumez,,,domen,karel
ditsy,funes,,,domes,karen
ditto,funin,,,donad,karge
ditts,funks,,,donan,karin
ditty,funky,,,donar,karla
ditzy,furax,,,donas,karls
divan,furet,,,donde,karma
divas,furia,,,donen,karol
dived,furie,,,doneo,karos
diver,fusai,,,dones,karre
dives,fusas,,,donut,karrt
divis,fusat,,,dopad,karst
divna,fusee,,,dopan,karte
divos,fusel,,,dopar,kasan
divot,fuser,,,dopas,kasel
divvy,fuses,,,dopen,kasen
diwan,fusez,,,dopes,kaser
dixie,fusil,,,dorad,kases
dixit,fusse,,,doral,kasig
diyas,fuste,,,doran,kasko
dizen,futal,,,dorar,kasse
dizzy,futee,,,doras,kaste
djinn,futes,,,doren,kasus
djins,futon,,,dores,katar
doabs,futur,,,doria,katen
doats,fuyez,,,dorio,kater
dobby,gabas,,,dormi,kathe
dobes,gabie,,,dorna,kathi
dobie,gable,,,dorso,kathy
dobla,gacha,,,dosel,katia
dobra,gache,,,dosis,katie
dobro,gades,,,dotad,katis
docht,gadin,,,dotal,katja
docks,gadje,,,dotan,katze
docos,gadji,,,dotar,kauen
docus,gadjo,,,dotas,kaufe
doddy,gaffa,,,doten,kaufe
dodge,gaffe,,,dotes,kaufs
dodgy,gagas,,,dotor,kauft
dodos,gagea,,,donea,kauri
doeks,gagee,,,donee,kaust
doers,gager,,,doneo,kaute
doest,gages,,,draba,kauze
doeth,gagez,,,draga,kbaud
doffs,gagna,,,drago,kbyte
doges,gagne,,,drama,kebab
dogey,gaiac,,,drena,kecke
doggo,gaies,,,drene,kefir
doggy,gaina,,,dreno,kegel
dogie,gaine,,,drino,kegle
dogma,gains,,,driza,kehle
dohyo,gaita,,,droga,kehre
doilt,gaite,,,drogo,kehrt
doily,gaize,,,drope,keife
doing,galas,,,drupa,keift
doits,galba,,,drusa,keile
dojos,galbe,,,druso,keils
dolce,gales,,,dseta,keilt
dolci,galet,,,dubda,keime
doled,galla,,,dubio,keims
doles,galle,,,ducal,keimt
dolia,gallo,,,ducas,keine
dolls,galon,,,ducha,keins
dolly,galop,,,duche,keith
dolma,gamay,,,ducho,kekse
dolor,gamba,,,ducto,kelch
dolos,gambe,,,dudad,kelim
dolts,gamer,,,dudan,kelle
domal,gamet,,,dudar,kelly
domed,gamin,,,dudas,kelte
domes,gamma,,,duden,kemal
domic,gamme,,,dudes,kenia
donah,gamou,,,duela,kenne
donas,ganga,,,duele,kennt
donee,gangs,,,duelo,kenny
doner,ganja,,,dueto,kents
donga,gansa,,,duena,kerbe
dongs,ganse,,,dueno,kerbt
donko,ganta,,,dular,kerle
donna,gante,,,dulce,kerls
donne,gants,,,dulia,kerne
donny,garai,,,dumir,kerns
donor,garas,,,dunar,kerub
donsy,garat,,,dunda,kerze
donut,garce,,,dundo,kesse
doobs,garda,,,dupla,kette
dooce,garde,,,duplo,keuch
doody,garee,,,duque,keule
dooks,garer,,,durad,kevin
doole,gares,,,duran,khaki
dools,garez,,,durar,khane
dooly,garis,,,duras,khans
dooms,garni,,,duren,khmer
doomy,garou,,,dures,kicke
doona,garum,,,eagle,kicks
doorn,gasba,,,ebano,kickt
doors,gaspi,,,ebola,kiele
doozy,gasps,,,ebria,kiels
dopas,gatai,,,ebrio,kieme
doped,gatas,,,echad,kiens
doper,gatat,,,echan,kiepe
dopes,gatee,,,echar,kiese
dopey,gater,,,echas,kiews
dorad,gates,,,echen,kiffe
dorba,gatez,,,eches,kifft
dorbs,gatta,,,edema,kille
doree,gatte,,,edila,killt
dores,gaude,,,edita,kilos
doric,gaudi,,,edite,kilts
doris,gaula,,,edito,kimme
dorks,gaule,,,edrad,kindl
dorky,gaupe,,,edran,kinds
dorms,gaura,,,edrar,kings
dormy,gaurs,,,edras,kinne
dorps,gauss,,,edren,kinns
dorrs,gavai,,,edres,kinos
dorsa,gavas,,,educa,kiosk
dorse,gavat,,,educe,kioto
dorts,gavee,,,educi,kiowa
dorty,gaver,,,educo,kippa
dosai,gaves,,,eduje,kippe
dosas,gavez,,,edujo,kippt
dosed,gavot,,,efebo,kiras
doseh,gayal,,,efeta,kirch
doser,gazai,,,efeto,kirow
doses,gazas,,,eflui,kirre
dosha,gazat,,,eforo,kiste
dotal,gazee,,,egena,kitas
doted,gazer,,,egeno,kitte
doter,gazes,,,egida,kitts
dotes,gazez,,,eguar,kitty
dotty,gazon,,,ejido,kitze
douar,gazou,,,ejion,kiwis
doubt,geais,,,ejote,kkstb
douce,geant,,,elami,klack
doucs,gecko,,,elata,klage
dough,geeka,,,elato,klagt
douks,geeke,,,elche,klamm
doula,geeks,,,elega,klang
douma,geins,,,elegi,klans
doums,geint,,,elego,klapp
doups,gelai,,,elemi,klaps
doura,gelas,,,elepe,klara
douse,gelat,,,eleta,klare
douts,gelee,,,eleto,klare
doved,geler,,,eleva,klaro
doven,geles,,,eleve,klart
dover,gelez,,,elevo,klart
doves,gelif,,,elida,klaue
dovie,gemie,,,elide,klaus
dowar,gemir,,,elidi,klaut
dowds,gemis,,,elido,klebe
dowdy,gemit,,,elige,klebt
dowed,gemma,,,elija,klees
dowel,gemme,,,elije,kleid
dower,genai,,,elijo,kleie
dowie,genal,,,elite,klein
dowle,genas,,,ellas,klemm
dowls,genat,,,ellos,klett
dowly,genee,,,elote,kleve
downa,gener,,,eluda,klick
downs,genes,,,elude,kliff
downy,genet,,,eludi,klima
dowps,genez,,,eludo,klimt
dowry,genie,,,eluia,klipp
dowse,genou,,,eluid,klirr
dowts,genre,,,eluir,klomm
doxed,gente,,,eluis,klone
doxes,gents,,,eluya,klone
doxie,geode,,,eluye,klons
doyen,geole,,,eluyo,klont
doyly,gerai,,,emana,klont
dozed,geras,,,emane,klopf
dozen,gerat,,,emano,klops
dozer,gerba,,,embai,klotz
dozes,gerbe,,,emita,klubs
drabs,gerca,,,emite,kluft
drack,gerce,,,emiti,kluge
draco,geree,,,emito,klump
draff,gerer,,,emoji,kluse
draft,geres,,,empos,knabe
drags,gerez,,,emula,knack
drail,gerle,,,emule,knall
drain,germa,,,emulo,knapp
drake,germe,,,enana,knarr
drama,gesir,,,enano,knast
drams,gesse,,,encia,knauf
drank,geste,,,eneal,knaur
drant,ghees,,,eneja,kneif
drape,gibet,,,eneje,knete
draps,gibus,,,enejo,knick
drats,gicla,,,enema,knien
drave,gicle,,,enero,knies
drawl,gifla,,,enoja,kniet
drawn,gifle,,,enoje,kniff
draws,gifts,,,enojo,knips
drays,gigas,,,enria,knofi
dread,gigot,,,enrie,knopf
dream,gigua,,,enrio,knopf
drear,gigue,,,ensay,knorr
dreck,gilde,,,enteo,knote
dreed,gilet,,,entra,knuff
dreer,gille,,,entre,knull
drees,girie,,,entro,knupf
dregs,girls,,,enula,knurr
dreks,girly,,,enves,knust
drent,giron,,,envia,knute
drere,gisez,,,envie,knuts
dress,gitai,,,envio,koala
drest,gitan,,,eolia,kobra
dreys,gitas,,,eolio,koche
dribs,gitat,,,eonia,koche
drice,gitee,,,epale,kochs
dried,giter,,,epata,kocht
drier,gites,,,epate,kodak
dries,gitez,,,epato,koder
drift,giton,,,epica,kodes
drill,givra,,,epico,kodex
drily,givre,,,epoca,kogge
drink,givry,,,epoda,kohle
drips,glaca,,,epodo,kohls
dript,glace,,,epota,kojen
drive,glams,,,epoto,kokon
droid,glana,,,epoxi,kokos
droil,gland,,,equis,kokse
droit,glane,,,eraba,kokst
droke,glapi,,,erado,kolbe
drole,glass,,,erais,kolik
droll,glati,,,eraje,kolja
drome,glebe,,,erala,kolns
drone,glena,,,erara,kolon
drony,glene,,,erare,komas
droob,gleys,,,erase,kombi
droog,glial,,,erbio,komet
drook,glide,,,ercer,komik
drool,glies,,,erebo,komma
droop,globe,,,ereis,komme
drops,glome,,,ergio,kommt
dropt,glosa,,,ergui,kongo
dross,glose,,,erial,konig
drouk,gloss,,,erice,konne
drove,gloup,,,erige,konnt
drown,gluai,,,erigi,konto
drows,gluas,,,erija,konus
drubs,gluat,,,erijo,kopfe
drugs,gluau,,,erina,kopfe
druid,gluee,,,eriza,kopfs
drums,gluer,,,erizo,kopft
drunk,glues,,,ermar,kopie
drupe,gluez,,,eroga,kopte
druse,gluis,,,erogo,koran
drusy,glume,,,errad,korbe
druxy,gluon,,,erraj,korbs
dryad,gnawa,,,erran,korea
dryas,gnete,,,errar,korfu
dryer,gnole,,,erras,korns
dryly,gnome,,,erren,korps
dsobo,gnons,,,erres,korse
dsomo,gnose,,,error,korso
duads,gnouf,,,eruto,korst
duals,gnous,,,escas,kosak
duans,goals,,,escay,kosen
duars,gobai,,,escoa,koste
dubbo,gobas,,,esmog,kotau
ducal,gobat,,,esmui,koten
ducat,gobee,,,esnob,koter
duces,gober,,,espay,kotze
duchy,gobes,,,espia,kotzt
ducks,gobez,,,espie,kpdsu
ducky,gobie,,,espin,kraal
ducts,godai,,,espio,krach
duddy,godas,,,esqui,krads
duded,godat,,,estad,kraft
dudes,godee,,,estan,krahe
duels,goder,,,estar,kraht
duets,godes,,,estas,krain
duett,godet,,,estay,krake
duffs,godez,,,esten,krale
dufus,gogea,,,ester,krame
duing,gogee,,,estes,krams
duits,goger,,,estil,kramt
dukas,goges,,,estio,krane
duked,gogez,,,estol,krank
dukes,goglu,,,estor,krans
dukka,gogol,,,estos,kranz
dulce,gogos,,,estoy,krapp
dules,gojis,,,estro,krass
dulia,golee,,,esula,kratz
dulls,golem,,,etano,kraul
dully,golfa,,,etapa,kraus
dulse,golfe,,,ethos,kraut
dumas,golfs,,,etica,krebs
dumbo,golgi,,,etico,kredo
dumbs,gombo,,,etilo,kreis
dumka,gomma,,,etimo,kreme
dumky,gomme,,,etnea,kreml
dummy,gonda,,,etneo,krems
dumps,gonde,,,etnia,krenz
dumpy,gonds,,,etola,krepp
dunam,gones,,,etolo,kreta
dunce,gongs,,,etusa,kreuz
dunch,gonio,,,eubea,krieg
dunes,gonze,,,eubeo,krill
dungs,gopak,,,evada,krimi
dungy,goral,,,evade,kripo
dunks,gords,,,evadi,krise
dunno,gores,,,evado,kroch
dunny,goret,,,evita,kroko
dunsh,gorge,,,evite,krone
dunts,goron,,,evito,krone
duomi,gossa,,,evoca,kront
duomo,gosse,,,evoco,kropf
duped,gotha,,,evohe,kross
duper,gothe,,,exida,krote
dupes,goths,,,exige,krude
duple,goton,,,exigi,kruge
duply,gouda,,,exija,krugs
duppy,gouet,,,exijo,kruke
dural,gouge,,,exila,krull
duras,goule,,,exile,krume
dured,goulu,,,exilo,krumm
dures,goums,,,exima,krupp
durgy,goura,,,exime,kruse
durns,gourd,,,eximi,kuala
duroc,goure,,,eximo,kubas
duros,gouro,,,exito,kubel
duroy,gours,,,exodo,kuben
durra,gouta,,,exora,kubus
durrs,goute,,,exore,kuche
durry,gouts,,,exoro,kufen
durst,goutu,,,expia,kufer
durum,goyas,,,expie,kugel
durzi,goyim,,,expio,kugle
dusks,graal,,,expon,kuhen
dusky,grace,,,extra,kuhle
dusts,grada,,,exuda,kuhle
dusty,grade,,,exude,kuhlt
dutch,graff,,,exudo,kuhne
duvet,grafs,,,fabla,kuhns
duxes,grain,,,fabro,kuken
dwaal,grala,,,facer,kulis
dwale,grale,,,facha,kulte
dwalm,grana,,,fache,kults
dwams,grand,,,facho,kumin
dwang,graus,,,facil,kumys
dwarf,graux,,,facon,kunde
dwaum,grava,,,facto,kunde
dweeb,grave,,,faena,kunos
dwell,gravi,,,faene,kunst
dwelt,grays,,,faeno,kunze
dwile,greai,,,fagot,kupee
dwine,greas,,,faina,kupon
dyads,great,,,faino,kuppe
dyers,grebe,,,fajad,kurde
dying,grecs,,,fajan,kuren
dyked,greee,,,fajar,kuren
dykes,green,,,fajas,kurie
dykon,greer,,,fajea,kurse
dynel,grees,,,fajee,kursk
dynes,greez,,,fajen,kurst
dzhos,grege,,,fajeo,kurst
eager,grela,,,fajes,kurte
eagle,grele,,,fajin,kurth
eagre,grena,,,fajol,kurts
ealed,grene,,,fajon,kurve
eales,grenu,,,falaz,kurvt
eaned,gresa,,,falca,kurze
eards,grese,,,falce,kurze
eared,greva,,,falda,kurzt
earls,greve,,,falla,kusch
early,grief,,,falle,kusel
earns,grill,,,fallo,kusse
earnt,grils,,,falsa,kusst
earst,grima,,,false,kuste
earth,grime,,,falso,kutan
eased,griot,,,falta,kutte
easel,grips,,,falte,kyoto
easer,grisa,,,falto,kyrie
eases,grise,,,falua,kyros
easle,grive,,,fanal,laach
easts,grogs,,,fango,label
eaten,groie,,,fante,laben
eater,groin,,,faqui,labil
eathe,grole,,,farad,labor
eaved,groma,,,farda,labst
eaves,groom,,,farde,labte
ebbed,group,,,fardo,lache
ebbet,gruau,,,faria,lachs
ebons,grues,,,fario,lacht
ebony,gruge,,,farol,lacke
ebook,grume,,,faron,lacks
ecads,gruon,,,farpa,laden
eched,gruta,,,farra,laden
eches,grute,,,farro,lader
echos,guais,,,farsa,ladet
eclat,guano,,,farsi,ladst
ecrus,guars,,,farte,ladys
edema,gueai,,,fasol,laffe
edged,gueas,,,fasta,lagen
edger,gueat,,,fasto,lagen
edges,guede,,,fatal,lager
edict,gueee,,,fator,lagos
edify,gueer,,,fatua,lagst
edile,guees,,,fatum,lagst
edits,gueez,,,fatuo,lahar
educe,guepe,,,fauna,lahme
educt,guere,,,fauno,lahme
eejit,gueri,,,favor,lahmt
eensy,guete,,,faxea,lahmt
eerie,guets,,,faxee,lahti
eeven,gueux,,,faxeo,laibe
eevns,gueze,,,fanad,laibs
effed,gugus,,,fanan,laich
egads,guibs,,,fanar,laien
egers,guida,,,fanas,laika
egest,guide,,,fanen,laila
eggar,guili,,,fanes,lakai
egged,guipa,,,febea,laken
egger,guipe,,,febeo,lalle
egmas,guise,,,feble,lallt
egret,guppy,,,fecal,lamas
ehing,gurus,,,fecha,lamee
eider,gusse,,,feche,lames
eidos,guyot,,,fecho,lamms
eight,guzla,,,feeza,lampe
eigne,gwerz,,,feliz,lande
eiked,gwoka,,,felon,lands
eikon,gyoza,,,felpa,lange
eilds,gypse,,,felpe,lange
eisel,gyres,,,felpo,langs
eject,gyrin,,,felus,langt
ejido,gyros,,,femar,lanka
eking,gyrus,,,femur,lanze
ekkas,habit,,,fenal,laote
elain,habla,,,fenda,lappe
eland,hable,,,fendi,laras
elans,hacha,,,fenix,larme
elate,hache,,,fenol,larms
elbow,hacka,,,feral,larmt
elchi,hacke,,,feraz,larry
elder,hadal,,,feria,larve
eldin,hadji,,,ferie,lasch
elect,hadjs,,,ferio,lasen
elegy,haida,,,ferir,lasen
elemi,haies,,,fermi,laser
elfed,haiks,,,feroz,lassa
elfin,haiku,,,ferra,lasse
eliad,haine,,,ferre,lasso
elide,haira,,,ferri,lasst
elint,haire,,,ferro,lasst
elite,hajes,,,ferry,laste
elmen,hakas,,,festa,lasur
eloge,hakka,,,fetal,lasur
elogy,halai,,,feten,latex
eloin,halal,,,fetor,latex
